id,title,handle,vendor,product_type,tags,link,summary
6812735111215,19andreas47 Handmade Cashmere Shawl Plaid Multicolor,cashmere-shrug-stole-shawl-multicolor,19 ANDREA'S 47,Scarves,,https://www.woolsboutiqueuomo.com/products/cashmere-shrug-stole-shawl-multicolor,19andreas47 Handmade Cashmere Shawl Plaid Multicolor  Scarves 19 ANDREA'S 47
6812735275055,19andreas47 Handmade Cashmere Shawl Plaid Roller,handamde-cashmere-scarf-19andreas47,19 ANDREA'S 47,Scarves,,https://www.woolsboutiqueuomo.com/products/handamde-cashmere-scarf-19andreas47,19andreas47 Handmade Cashmere Shawl Plaid Roller  Scarves 19 ANDREA'S 47
6813243408431,Amelie Flowers Cashmere Scarf Blue,amelie-flowers-cashmere-scarf,19 ANDREA'S 47,Scarves,,https://www.woolsboutiqueuomo.com/products/amelie-flowers-cashmere-scarf,Amelie Flowers Cashmere Scarf Blue  Scarves 19 ANDREA'S 47
8040171897126,Caramel Brown Palm Cashmere Scarf 19andreas47,caramel-palm-cashmere-scarf-19andreas47,19 ANDREA'S 47,Scarves,,https://www.woolsboutiqueuomo.com/products/caramel-palm-cashmere-scarf-19andreas47,Caramel Brown Palm Cashmere Scarf 19andreas47  Scarves 19 ANDREA'S 47
8360770568521,Caruso Brownish Green Solaro Suit Loro Piana Wool Super 130's,caruso-brownish-green-wool-solaro-suit,CARUSO,Suits and Tuxedos,SUIT WHATS NEW,https://www.woolsboutiqueuomo.com/products/caruso-brownish-green-wool-solaro-suit,Caruso Brownish Green Solaro Suit Loro Piana Wool Super 130's SUIT WHATS NEW Suits and Tuxedos CARUSO
4422838091823,Caruso Classic Double Breasted Jacket Hopsack Wool for Spring Summer Blue,caruso-doublebreasted-blazer-spring,CARUSO,Tailored Jackets,,https://www.woolsboutiqueuomo.com/products/caruso-doublebreasted-blazer-spring,Caruso Classic Double Breasted Jacket Hopsack Wool for Spring Summer Blue  Tailored Jackets CARUSO
4423408025647,Caruso Classic Jacket Hopsack Wool for Spring Summer Blue,caruso-mens-wool-jacket-springsummer,CARUSO,Tailored Jackets,,https://www.woolsboutiqueuomo.com/products/caruso-mens-wool-jacket-springsummer,Caruso Classic Jacket Hopsack Wool for Spring Summer Blue  Tailored Jackets CARUSO
8145297703206,Caruso Coffee Brown Marling & Evans Wool Glen Check Blazer,brown-marling-evans-wool-glen-check-blazer,CARUSO,Tailored Jackets,WHATS NEW,https://www.woolsboutiqueuomo.com/products/brown-marling-evans-wool-glen-check-blazer,Caruso Coffee Brown Marling & Evans Wool Glen Check Blazer WHATS NEW Tailored Jackets CARUSO
8184214257958,Caruso Indigo Blue Linen Jacket,indigo-blue-linen-jacket-caruso,CARUSO,Tailored Jackets,WHATS NEW,https://www.woolsboutiqueuomo.com/products/indigo-blue-linen-jacket-caruso,Caruso Indigo Blue Linen Jacket WHATS NEW Tailored Jackets CARUSO
8205882851622,Caruso Loden Green Linen Wool Jacket,loden-green-linen-wool-jacket-caruso,CARUSO,Tailored Jackets,WHATS NEW,https://www.woolsboutiqueuomo.com/products/loden-green-linen-wool-jacket-caruso,Caruso Loden Green Linen Wool Jacket WHATS NEW Tailored Jackets CARUSO
4292522377263,Caruso Men's Smoking Suit Tuxedo Dark Blue,caruso-menswear-smoking-tuxedo-dark-blue,CARUSO,Suits and Tuxedos,RESTOCKED SMOKING SUIT,https://www.woolsboutiqueuomo.com/products/caruso-menswear-smoking-tuxedo-dark-blue,Caruso Men's Smoking Suit Tuxedo Dark Blue RESTOCKED SMOKING SUIT Suits and Tuxedos CARUSO
6971569405999,Caruso Men's Solaro Suit Loro Piana Wool Super 130's,wool-solaro-suit-caruso-menswear,CARUSO,Suits and Tuxedos,RESTOCKED SUIT,https://www.woolsboutiqueuomo.com/products/wool-solaro-suit-caruso-menswear,Caruso Men's Solaro Suit Loro Piana Wool Super 130's RESTOCKED SUIT Suits and Tuxedos CARUSO
4714200465455,Caruso Men's Suit 130s Wool for Spring Summer Blue,caruso-menswear-suit-spring-summer-blu,CARUSO,Suits and Tuxedos,RESTOCKED,https://www.woolsboutiqueuomo.com/products/caruso-menswear-suit-spring-summer-blu,Caruso Men's Suit 130s Wool for Spring Summer Blue RESTOCKED Suits and Tuxedos CARUSO
4716683296815,Caruso Men's Wool Suit for Autumn Winter Blue,caruso-wool-suit-autumn-winter,CARUSO,Suits and Tuxedos,SUIT,https://www.woolsboutiqueuomo.com/products/caruso-wool-suit-autumn-winter,Caruso Men's Wool Suit for Autumn Winter Blue SUIT Suits and Tuxedos CARUSO
8209443914022,Caruso Smoke Grey Suit Superfine Merino Wool Loro Piana,smoke-grey-suit-merino-wool-loro-piana,CARUSO,Suits and Tuxedos,WHATS NEW,https://www.woolsboutiqueuomo.com/products/smoke-grey-suit-merino-wool-loro-piana,Caruso Smoke Grey Suit Superfine Merino Wool Loro Piana WHATS NEW Suits and Tuxedos CARUSO
4716141838383,Caruso Wool Jacket Double Breasted for Autumn Winter Blue,caruso-wool-jacket-double-breasted-blue,CARUSO,Tailored Jackets,,https://www.woolsboutiqueuomo.com/products/caruso-wool-jacket-double-breasted-blue,Caruso Wool Jacket Double Breasted for Autumn Winter Blue  Tailored Jackets CARUSO
4716098453551,Caruso Wool Jacket for Autumn Winter Blue,caruso-menswear-wool-jacket-blu,CARUSO,Tailored Jackets,CHRISTMAS,https://www.woolsboutiqueuomo.com/products/caruso-menswear-wool-jacket-blu,Caruso Wool Jacket for Autumn Winter Blue CHRISTMAS Tailored Jackets CARUSO
8145438605606,Cruciani Army Green Cotton Crewneck Sweater,army-green-cotton-crewneck-sweater,CRUCIANI,Knitwear,WHATS NEW,https://www.woolsboutiqueuomo.com/products/army-green-cotton-crewneck-sweater,Cruciani Army Green Cotton Crewneck Sweater WHATS NEW Knitwear CRUCIANI
6744294293551,Cruciani Cashmere Sweater Crewneck Blue,cruciani-mens-cashmere-sweater-blue,CRUCIANI,Knitwear,,https://www.woolsboutiqueuomo.com/products/cruciani-mens-cashmere-sweater-blue,Cruciani Cashmere Sweater Crewneck Blue  Knitwear CRUCIANI
8138796269862,Cruciani Coffee Brown Merino Wool Crewneck Sweater,brown-wool-crewneck-sweater-cruciani,CRUCIANI,Knitwear,WHATS NEW,https://www.woolsboutiqueuomo.com/products/brown-wool-crewneck-sweater-cruciani,Cruciani Coffee Brown Merino Wool Crewneck Sweater WHATS NEW Knitwear CRUCIANI
8138810360102,Cruciani Linen T-Shirt Pocket Sailor Navy Blue Striped,cruciani-linen-sailor-tshirt-marinara,CRUCIANI,Knitwear,WHATS NEW,https://www.woolsboutiqueuomo.com/products/cruciani-linen-sailor-tshirt-marinara,Cruciani Linen T-Shirt Pocket Sailor Navy Blue Striped WHATS NEW Knitwear CRUCIANI
6750326423599,Cruciani Men's Cardigan Wool Dark Blue,cruciani-wool-cardigan-blue,CRUCIANI,Knitwear,CHRISTMAS,https://www.woolsboutiqueuomo.com/products/cruciani-wool-cardigan-blue,Cruciani Men's Cardigan Wool Dark Blue CHRISTMAS Knitwear CRUCIANI
7111055769647,Cruciani Men's Crewneck Sweater Cashmere & Silk Army Green,army-green-crewneck-jumper-cashmere-silk-cruciani,CRUCIANI,Knitwear,CASHMERE & SILK,https://www.woolsboutiqueuomo.com/products/army-green-crewneck-jumper-cashmere-silk-cruciani,Cruciani Men's Crewneck Sweater Cashmere & Silk Army Green CASHMERE & SILK Knitwear CRUCIANI
4485367201839,Cruciani Men's Crewneck Sweater Cashmere & Silk Grey,cruciani-sweater-cashmere-silk-grey,CRUCIANI,Knitwear,CASHMERE & SILK SPRING SUMMER,https://www.woolsboutiqueuomo.com/products/cruciani-sweater-cashmere-silk-grey,Cruciani Men's Crewneck Sweater Cashmere & Silk Grey CASHMERE & SILK SPRING SUMMER Knitwear CRUCIANI
4485332926511,Cruciani Men's Crewneck Sweater Cashmere & Silk Marino Blue,cruciani-crewneck-cashmere-silk-marino,CRUCIANI,Knitwear,CASHMERE & SILK SPRING SUMMER,https://www.woolsboutiqueuomo.com/products/cruciani-crewneck-cashmere-silk-marino,Cruciani Men's Crewneck Sweater Cashmere & Silk Marino Blue CASHMERE & SILK SPRING SUMMER Knitwear CRUCIANI
4485857443887,Cruciani Men's Crewneck Sweater Cashmere & Silk Night Blue,cruciani-sweater-cashmere-silk-nightblue,CRUCIANI,Knitwear,CASHMERE & SILK SPRING SUMMER,https://www.woolsboutiqueuomo.com/products/cruciani-sweater-cashmere-silk-nightblue,Cruciani Men's Crewneck Sweater Cashmere & Silk Night Blue CASHMERE & SILK SPRING SUMMER Knitwear CRUCIANI
8121535627558,Cruciani Men's T-Shirt Ossigeno Cotton Army Green,tshirt-ossigeno-cotton-army-green-cruciani,CRUCIANI,Knitwear,WHATS NEW,https://www.woolsboutiqueuomo.com/products/tshirt-ossigeno-cotton-army-green-cruciani,Cruciani Men's T-Shirt Ossigeno Cotton Army Green WHATS NEW Knitwear CRUCIANI
6855695007791,Cruciani Men's T-Shirt Ossigeno Cotton Blue,cruciani-mens-tshirt-ossigeno-cotton-blue,CRUCIANI,Knitwear,,https://www.woolsboutiqueuomo.com/products/cruciani-mens-tshirt-ossigeno-cotton-blue,Cruciani Men's T-Shirt Ossigeno Cotton Blue  Knitwear CRUCIANI
